window,By,country,contact_email,contact_employer,patent_info,implementation,intellectual_property_type,keywords,market_prospect,cooperation_type,contact_person,contact_organization,contact_organization_type,description,published,region,secondary_field,technology_readiness_level,contact_phone,sector,title,meta_base_url,meta_organization,meta_category,meta_collected_date
2 Years,Caopanpan,China,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Shijingshan District of  Beijing  Productivity Center,Overseas Company/Agency,"Similar to the structure of compound eyes, the all-angle video cameras simultaneously capture live streams all around 360°. The video streams are processed by software on the video server into seamlessly merged all-inclusive and all-directional video source. The video source is transmitted through broadband connections, and the audience could arbitrarily choose to watch whichever angle that appeals, rather than following the theme decided by others. Clearly, this new video recording, transmission, and playing system offers a more personalized experience to the consumers, and satisfies their desire to attend the subtle details. 
The method could commonly be used in applications, including live broadcast of events and sports, and online shopping. It could also be utilized for security surveillance, exhibition, and nature exploration.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,"A multi-lens joint-axis all-directional video recording system, and associated methods of video recording and transmission",,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Method and Apparatus for Near-Field Imaging. The invention deals with the problem of identifying small particles or small irregularities in a material. The main principle of operation of the proposed the device is to identify and sense the evanescent waves, enhance their amplitude, measure the enhanced field with the invented device in a certain frequency bandwidth. In order to simplify the device and the measurement procedure, a method has been developed that uses only a small number of stationary probes. From the measured results, the original field distribution of the imaged object can be obtained by using a post-processing algorithm. Potential market applications of the invention may be found along the following criteria: microwave applications, static measurement objects, measurement inside optically transparent material and flat plane.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,METHOD AND APPARATUS FOR NEAR-FIELD IMAGING,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Absolute Radiation Power Measurement.  In this invention, an alternative method of Brewster-angle operation for elimination of the effects of reflectance from the photodiode surface is presented. The new detector structure has the advantage that just one photodiode is needed, the construction and cooling of the detector become simpler and elimination of the effect of losses to diffuse reflectance from the photodiode surface is straightforward. Furthermore, the inventor considers methods how the limitation to single useful wavelength in the Brewster-angle operation can be alleviated. The detectors are expected to be used in vacuum close to liquid Nitrogen temperatures, which enables a much simpler use of technology than in traditional liquid-Helium-cooled cryogenic radiometers.It can be applied for electronics industry or science research",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,ABSOLUTE RADIATION POWER MEASUREMENT,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Composite Material Based on MSM Effect. The invention is based on a combination of a thin MSM material and polymer or elastomer. The invention enables number of applications. Several MSM elements and elastic layers can be laid on top of each other for making a composite sandwich material, which can be used for constructing a larger actuator. The MSM actuator does not require any electrode in its surface. The absence of an electrode is an advantage for example in the process of constructing a pump or a valve as the actuator can be embedded within an inert material and control of the MSM actuator does not require any penetrations for an electrode. This can be applied for micromechanical actuator and MSM material manufacturers.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,COMPOSITE MATERIAL BASED ON MSM EFFECT,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Structure for Reducing Scattering of Electromagnetic waves. The invention is a structure which reduces scattering of electromagnetic waves impinging on itself at certain frequency bands. The invisible structure passes the electromagnetic radiation through freely and it minimizes the back-scattering. This is because the invisible structure may be impedance matched with any surrounding material. The reducer can be a part of a bigger construction, and can contain large amount of metallic wires thus making it stronger than any ordinary material with wave propagation properties close to air. It can be applied in electronics industry or ICT industry, etc.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,STRUCTURE FOR REDUCING SCATTERING OF ELECTROMAGNETIC WAVES,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Proximity Josephson sensor. This is a radiation sensor for use in imaging system. It has measurement circuit that is configured to convert change in kinetic inductance of junction of elements of superconductor and conductor materials into measurement signal. The radiation sensor having high sensitivity, low noise characteristics, simple structure, and good signal to noise ratio can be provided. The mass production of the radiation sensor can be improved.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,PROXIMITY JOSEPHSON SENSOR,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,Reflectionless lens,2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Reflectionless lens,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,Automatic audio signal segmentation method,2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Automatic audio signal segmentation method,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Internal osteodistraction device. An implantable distraction-osteogenesis device which is controlled wirelessly from outside the body and which is more economical than before to manufacture and use, as well as reliable in operation and simple and economical to manufacture and modify according to a patient is obtained by arranging the magnetostrictive element as specified",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,NTERNAL OSTEODISTRACTION DEVICE,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Close Range Photogrammetry Using Structured Light Approach. The invention describes a novel data acquisition system for machine vision aided applications. It is designed to work under challenging conditions and is able to detect the projected pattern even in bright ambient sunlight by using spectral filtering and pulsed operation. Thus, the invention solves the problems which arise from the ambient light interference on the measurements. By using monochromatic light source, reflective projecting technology and band-pass filtering of the image solve the difficulties present in existing technology solutions. In ideal conditions, this can be compared to using a flashlight in a dark corridor, offering the user a total control over the  lighting. Machine vision systems, 3-D scanning devices, supervision systems.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,Close Range Photogrammetry Using Structured Light Approach,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"Friction estimation method. A method and apparatus for the estimation of maximum friction between a vehicular tire and a road surface. The method enables providing more reliable error estimation for the estimated maximum friction value, thus controlling driving dynamics of vehicle and providing cautions about slippery conditions to the driver.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,FRICTION ESTIMATION METHOD,,CITTC,offer,11/09/2017 19:01:59
2 Years,Caopanpan,Finland,cpp@chinatis.com,CITTC,,,Not Provided,,,Other Mode,Caopanpan,Aalto University,Overseas Company/Agency,"The invention relates to electrolytic hydrogen production from an organic substrate by using an enzyme catalyst. The method and system is manufacturing low cost, environmentally friendly, and efficient that the end user will find it easy to use. The system is applicable to be used as a power source particularly for portable electronic devices, such as portable computers, mobile phones, IPod devices, cameras etc. with a required power of 0.1 to 20 W. The invention enables a larger energy store to be carried with devices, compared with the use of accumulators and batteries.",2014.11.01,,Next Generation Internet,Not Available,+86 10 82696139-812,IT,"METHOD AND SYSTEM FOR PRODUCING HYDROGEN, AND ELECTRICITY GENERATION SYSTEM",,CITTC,offer,11/09/2017 19:01:59
